165 165
0 0 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 56 1; -410424.6 2371.571 -7199355; -410470.7 2372.224 -7199383; -410445.2 2370.998 -7199425; -410399.1 2371.085 -7199398
15 57 1; -410399.1 2371.085 -7199398; -410445.2 2370.998 -7199425; -410419.5 2370.203 -7199468; -410373.5 2370.29 -7199440
15 58 1; -410373.5 2370.29 -7199440; -410419.5 2370.203 -7199468; -410393.9 2369.096 -7199511; -410347.9 2369.494 -7199483
15 59 1; -410347.9 2369.494 -7199483; -410393.9 2369.096 -7199511; -410368.1 2367.344 -7199553; -410322.1 2367.742 -7199525
15 60 1; -410322.1 2367.742 -7199525; -410368.1 2367.344 -7199553; -410342.3 2365.771 -7199595; -410296.4 2365.99 -7199568
15 61 1; -410296.4 2365.99 -7199568; -410342.3 2365.771 -7199595; -410316.5 2363.997 -7199638; -410270.5 2364.215 -7199610
15 62 1; -410270.5 2364.215 -7199610; -410316.5 2363.997 -7199638; -410290.6 2362.225 -7199680; -410244.6 2362.441 -7199652
15 63 1; -410244.6 2362.441 -7199652; -410290.6 2362.225 -7199680; -410264.7 2360.962 -7199722; -410218.8 2361.179 -7199694
15 64 1; -410218.8 2361.179 -7199694; -410264.7 2360.962 -7199722; -410238.8 2359.809 -7199764; -410192.9 2359.916 -7199737
15 65 1; -410192.9 2359.916 -7199737; -410238.8 2359.809 -7199764; -410213.1 2360.474 -7199807; -410167.2 2360.581 -7199779
15 66 1; -410167.2 2360.581 -7199779; -410213.1 2360.474 -7199807; -410187.3 2359.977 -7199849; -410141.4 2361.247 -7199822
15 67 1; -410141.4 2361.247 -7199822; -410187.3 2359.977 -7199849; -410161.5 2360.706 -7199892; -410115.7 2361.976 -7199864
15 68 1; -410115.7 2361.976 -7199864; -410161.5 2360.706 -7199892; -410135.8 2361.202 -7199934; -410090 2362.705 -7199907
15 69 1; -410090 2362.705 -7199907; -410135.8 2361.202 -7199934; -410110 2361.401 -7199977; -410064.2 2362.903 -7199949
15 70 1; -410064.2 2362.903 -7199949; -410110 2361.401 -7199977; -410084.3 2362.196 -7200019; -410038.4 2363.102 -7199992
15 71 1; -410038.4 2363.102 -7199992; -410084.3 2362.196 -7200019; -410058.6 2362.636 -7200062; -410012.7 2363.542 -7200034
15 72 1; -410012.7 2363.542 -7200034; -410058.6 2362.636 -7200062; -410032.9 2364.027 -7200104; -409986.9 2363.982 -7200076
15 73 1; -409986.9 2363.982 -7200076; -410032.9 2364.027 -7200104; -410007.2 2364.497 -7200146; -409961.1 2364.452 -7200119
15 74 1; -409961.1 2364.452 -7200119; -410007.2 2364.497 -7200146; -409981.4 2365.723 -7200189; -409935.3 2364.922 -7200161
15 75 1; -409935.3 2364.922 -7200161; -409981.4 2365.723 -7200189; -409955.7 2365.984 -7200231; -409909.6 2365.183 -7200203
15 76 1; -409909.6 2365.183 -7200203; -409955.7 2365.984 -7200231; -409930 2366.798 -7200273; -409883.8 2365.444 -7200245
15 77 1; -409883.8 2365.444 -7200245; -409930 2366.798 -7200273; -409904.2 2368.381 -7200316; -409858.1 2367.027 -7200288
15 78 1; -409858.1 2367.027 -7200288; -409904.2 2368.381 -7200316; -409878.5 2369.524 -7200358; -409832.3 2368.61 -7200330
15 79 1; -409832.3 2368.61 -7200330; -409878.5 2369.524 -7200358; -409852.8 2370.726 -7200400; -409806.6 2369.812 -7200373
15 80 1; -409806.6 2369.812 -7200373; -409852.8 2370.726 -7200400; -409827.2 2371.433 -7200443; -409780.8 2371.013 -7200415
15 81 1; -409780.8 2371.013 -7200415; -409827.2 2371.433 -7200443; -409801.4 2371.987 -7200485; -409755.1 2371.568 -7200457
15 82 1; -409755.1 2371.568 -7200457; -409801.4 2371.987 -7200485; -409775.8 2372.797 -7200527; -409729.4 2372.122 -7200499
15 83 1; -409729.4 2372.122 -7200499; -409775.8 2372.797 -7200527; -409750.2 2372.963 -7200569; -409703.8 2372.288 -7200541
15 84 1; -409703.8 2372.288 -7200541; -409750.2 2372.963 -7200569; -409724.6 2373.543 -7200612; -409678.1 2372.454 -7200584
15 85 1; -409678.1 2372.454 -7200584; -409724.6 2373.543 -7200612; -409698.8 2374.412 -7200654; -409652.4 2373.323 -7200626
15 86 1; -409652.4 2373.323 -7200626; -409698.8 2374.412 -7200654; -409673.3 2374.698 -7200696; -409626.7 2374.192 -7200668
15 87 1; -409626.7 2374.192 -7200668; -409673.3 2374.698 -7200696; -409647.6 2374.919 -7200738; -409601 2374.412 -7200710
15 88 1; -409601 2374.412 -7200710; -409647.6 2374.919 -7200738; -409575.4 2374.633 -7200752; -409575.4 2374.633 -7200752
15 89 0; -409575.4 2374.633 -7200752; -409575.4 2374.633 -7200752; -409575.4 2374.633 -7200752; 0 0 0
15 90 0; 0 0 0; -409575.4 2374.633 -7200752; -409524.1 2374.679 -7200836; 0 0 0
15 91 0; 0 0 0; -409524.1 2374.679 -7200836; -409524.1 2374.679 -7200836; 0 0 0
15 92 0; 0 0 0; -409524.1 2374.679 -7200836; -409472.8 2373.332 -7200920; 0 0 0
15 93 0; 0 0 0; -409472.8 2373.332 -7200920; 0 0 0; 0 0 0
15 94 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 95 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 96 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 97 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 98 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 99 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 100 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 101 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 102 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 103 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 104 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 105 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 106 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 107 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 108 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 109 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 110 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 111 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 112 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 113 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 114 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 115 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 116 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 117 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 118 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 119 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 120 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 121 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 122 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 123 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 124 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 125 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 126 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 127 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 128 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 129 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 130 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 131 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 132 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 133 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 134 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 135 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 136 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 137 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 138 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 139 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 140 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 141 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 142 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 143 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 144 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 145 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 146 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 147 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 148 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 149 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 150 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 151 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 152 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 153 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 154 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 155 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 156 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 157 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 158 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 159 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 160 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 161 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 162 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 163 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
15 164 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 0 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 1 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 2 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 3 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 4 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 5 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 6 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 7 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 8 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 9 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 10 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 11 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 12 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 13 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 14 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 15 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 16 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 17 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 18 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 19 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 20 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 21 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 22 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 23 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 24 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 25 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 26 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 27 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 28 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 29 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 30 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 31 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 32 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 33 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 34 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 35 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 36 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 37 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 38 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 39 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 40 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 41 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 42 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 43 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 44 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 45 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 46 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 47 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 48 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 49 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 50 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 51 0; 0 0 0; 0 0 0; -410643.8 2375.827 -7199197; -410551.7 2377.624 -7199141
16 52 1; -410551.7 2377.624 -7199141; -410643.8 2375.827 -7199197; -410593.1 2374.404 -7199282; -410547 2374.145 -7199255
16 53 1; -410547 2374.145 -7199255; -410593.1 2374.404 -7199282; -410567.7 2373.884 -7199325; -410521.6 2373.23 -7199297
16 54 1; -410521.6 2373.23 -7199297; -410567.7 2373.884 -7199325; -410542.3 2373.364 -7199368; -410496.2 2372.71 -7199340
16 55 1; -410496.2 2372.71 -7199340; -410542.3 2373.364 -7199368; -410516.8 2372.137 -7199411; -410470.7 2372.224 -7199383
16 56 1; -410470.7 2372.224 -7199383; -410516.8 2372.137 -7199411; -410491.2 2370.911 -7199453; -410445.2 2370.998 -7199425
16 57 1; -410445.2 2370.998 -7199425; -410491.2 2370.911 -7199453; -410465.5 2369.804 -7199496; -410419.5 2370.203 -7199468
16 58 1; -410419.5 2370.203 -7199468; -410465.5 2369.804 -7199496; -410439.9 2368.698 -7199538; -410393.9 2369.096 -7199511
16 59 1; -410393.9 2369.096 -7199511; -410439.9 2368.698 -7199538; -410414.1 2367.125 -7199581; -410368.1 2367.344 -7199553
16 60 1; -410368.1 2367.344 -7199553; -410414.1 2367.125 -7199581; -410388.3 2365.552 -7199623; -410342.3 2365.771 -7199595
16 61 1; -410342.3 2365.771 -7199595; -410388.3 2365.552 -7199623; -410362.4 2363.78 -7199665; -410316.5 2363.997 -7199638
16 62 1; -410316.5 2363.997 -7199638; -410362.4 2363.78 -7199665; -410336.5 2362.008 -7199707; -410290.6 2362.225 -7199680
16 63 1; -410290.6 2362.225 -7199680; -410336.5 2362.008 -7199707; -410310.6 2360.855 -7199750; -410264.7 2360.962 -7199722
16 64 1; -410264.7 2360.962 -7199722; -410310.6 2360.855 -7199750; -410284.7 2359.702 -7199792; -410238.8 2359.809 -7199764
16 65 1; -410238.8 2359.809 -7199764; -410284.7 2359.702 -7199792; -410258.9 2359.205 -7199834; -410213.1 2360.474 -7199807
16 66 1; -410213.1 2360.474 -7199807; -410258.9 2359.205 -7199834; -410233.1 2358.707 -7199877; -410187.3 2359.977 -7199849
16 67 1; -410187.3 2359.977 -7199849; -410233.1 2358.707 -7199877; -410207.4 2359.203 -7199919; -410161.5 2360.706 -7199892
16 68 1; -410161.5 2360.706 -7199892; -410207.4 2359.203 -7199919; -410181.7 2359.7 -7199962; -410135.8 2361.202 -7199934
16 69 1; -410135.8 2361.202 -7199934; -410181.7 2359.7 -7199962; -410156 2360.495 -7200004; -410110 2361.401 -7199977
16 70 1; -410110 2361.401 -7199977; -410156 2360.495 -7200004; -410130.3 2361.29 -7200047; -410084.3 2362.196 -7200019
16 71 1; -410084.3 2362.196 -7200019; -410130.3 2361.29 -7200047; -410104.6 2362.682 -7200089; -410058.6 2362.636 -7200062
16 72 1; -410058.6 2362.636 -7200062; -410104.6 2362.682 -7200089; -410079 2364.073 -7200132; -410032.9 2364.027 -7200104
16 73 1; -410032.9 2364.027 -7200104; -410079 2364.073 -7200132; -410053.3 2365.299 -7200174; -410007.2 2364.497 -7200146
16 74 1; -410007.2 2364.497 -7200146; -410053.3 2365.299 -7200174; -410027.6 2366.524 -7200217; -409981.4 2365.723 -7200189
16 75 1; -409981.4 2365.723 -7200189; -410027.6 2366.524 -7200217; -410001.8 2367.338 -7200259; -409955.7 2365.984 -7200231
16 76 1; -409955.7 2365.984 -7200231; -410001.8 2367.338 -7200259; -409976.1 2368.152 -7200301; -409930 2366.798 -7200273
16 77 1; -409930 2366.798 -7200273; -409976.1 2368.152 -7200301; -409950.4 2369.295 -7200344; -409904.2 2368.381 -7200316
16 78 1; -409904.2 2368.381 -7200316; -409950.4 2369.295 -7200344; -409924.8 2370.439 -7200386; -409878.5 2369.524 -7200358
16 79 1; -409878.5 2369.524 -7200358; -409924.8 2370.439 -7200386; -409899.1 2371.146 -7200428; -409852.8 2370.726 -7200400
16 80 1; -409852.8 2370.726 -7200400; -409899.1 2371.146 -7200428; -409873.5 2371.852 -7200471; -409827.2 2371.433 -7200443
16 81 1; -409827.2 2371.433 -7200443; -409873.5 2371.852 -7200471; -409847.8 2372.662 -7200513; -409801.4 2371.987 -7200485
16 82 1; -409801.4 2371.987 -7200485; -409847.8 2372.662 -7200513; -409822.2 2373.472 -7200555; -409775.8 2372.797 -7200527
16 83 1; -409775.8 2372.797 -7200527; -409822.2 2373.472 -7200555; -409796.6 2374.052 -7200597; -409750.2 2372.963 -7200569
16 84 1; -409750.2 2372.963 -7200569; -409796.6 2374.052 -7200597; -409771 2374.632 -7200640; -409724.6 2373.543 -7200612
16 85 1; -409724.6 2373.543 -7200612; -409771 2374.632 -7200640; -409745.4 2374.918 -7200682; -409698.8 2374.412 -7200654
16 86 1; -409698.8 2374.412 -7200654; -409745.4 2374.918 -7200682; -409719.9 2375.205 -7200724; -409673.3 2374.698 -7200696
16 87 1; -409673.3 2374.698 -7200696; -409719.9 2375.205 -7200724; -409694.3 2375.005 -7200766; -409647.6 2374.919 -7200738
16 88 1; -409647.6 2374.919 -7200738; -409694.3 2375.005 -7200766; -409668.8 2374.804 -7200808; -409575.4 2374.633 -7200752
16 89 1; -409575.4 2374.633 -7200752; -409668.8 2374.804 -7200808; -409643.3 2374.091 -7200850; -409575.4 2374.633 -7200752
16 90 1; -409575.4 2374.633 -7200752; -409643.3 2374.091 -7200850; -409617.8 2373.377 -7200892; -409524.1 2374.679 -7200836
16 91 1; -409524.1 2374.679 -7200836; -409617.8 2373.377 -7200892; -409592.4 2372.413 -7200934; -409524.1 2374.679 -7200836
16 92 1; -409524.1 2374.679 -7200836; -409592.4 2372.413 -7200934; -409566.9 2371.449 -7200976; -409472.8 2373.332 -7200920
16 93 0; -409472.8 2373.332 -7200920; -409566.9 2371.449 -7200976; 0 0 0; 0 0 0
16 94 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 95 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 96 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 97 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 98 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 99 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 100 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 101 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 102 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 103 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 104 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 105 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 106 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 107 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 108 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 109 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 110 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 111 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 112 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 113 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 114 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 115 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 116 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 117 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 118 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 119 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 120 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 121 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 122 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 123 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 124 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 125 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 126 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 127 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 128 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 129 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 130 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 131 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 132 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 133 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 134 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 135 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 136 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 137 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 138 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 139 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 140 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 141 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 142 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 143 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 144 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 145 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 146 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 147 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 148 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 149 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 150 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 151 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 152 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 153 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 154 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 155 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 156 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 157 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 158 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 159 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 160 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 161 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 162 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 163 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
16 164 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 0 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 1 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 2 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 3 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 4 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 5 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 6 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 7 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 8 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 9 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 10 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 11 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 12 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 13 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 14 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 15 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 16 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 17 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 18 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 19 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 20 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 21 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 22 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 23 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 24 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 25 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 26 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 27 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 28 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 29 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 30 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 31 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 32 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 33 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 34 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 35 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 36 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 37 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 38 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 39 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 40 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 41 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 42 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 43 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 44 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 45 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 46 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 47 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 48 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
17 49 0; 0 0 0; 0 0 0; -410694.2 2377.157 -7199111; 0 0 0
17 50 0; 0 0 0; -410694.2 2377.157 -7199111; -410643.8 2375.827 -7199197; 0 0 0
17 51 0; 0 0 0; -410643.8 2375.827 -7199197; -410643.8 2375.827 -7199197; -410643.8 2375.827 -7199197
17 52 1; -410643.8 2375.827 -7199197; -410643.8 2375.827 -7199197; -410639.2 2375.083 -7199310; -410593.1 2374.404 -7199282
