165 165
0 0 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 64 1; -409617.9 2371.883 -7199335; -409664.3 2372.192 -7199362; -409638.6 2371.947 -7199405; -409545.8 2371.329 -7199349
2 65 1; -409545.8 2371.329 -7199349; -409638.6 2371.947 -7199405; -409612.8 2371.744 -7199447; -409545.8 2371.329 -7199349
2 66 1; -409545.8 2371.329 -7199349; -409612.8 2371.744 -7199447; -409587 2371.542 -7199490; -409494.3 2371.951 -7199434
2 67 0; -409494.3 2371.951 -7199434; -409587 2371.542 -7199490; 0 0 0; 0 0 0
2 68 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 69 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 70 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 71 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 72 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 73 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 74 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 75 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 76 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 77 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 78 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 79 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 80 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 81 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 82 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 83 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 84 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 85 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 86 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 87 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 88 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 89 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 90 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 91 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 92 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 93 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 94 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 95 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 96 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 97 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 98 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 99 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 100 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 101 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 102 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 103 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 104 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 105 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 106 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 107 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 108 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 109 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 110 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 111 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 112 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 113 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 114 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 115 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 116 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 117 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 118 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 119 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 120 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 121 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 122 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 123 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 124 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 125 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 126 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 127 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 128 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 129 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 130 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 131 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 132 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 133 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 134 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 135 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 136 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 137 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 138 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 139 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 140 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 141 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 142 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 143 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 144 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 145 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 146 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 147 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 148 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 149 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 150 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 151 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 152 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 153 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 154 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 155 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 156 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 157 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 158 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 159 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 160 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 161 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 162 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 163 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
2 164 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 0 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 1 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 2 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 3 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 4 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 5 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 6 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 7 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 8 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 9 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 10 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 11 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 12 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 13 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 14 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 15 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 16 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 17 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 18 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 19 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 20 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 21 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 22 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 23 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 24 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 25 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 26 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 27 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 28 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 29 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 30 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 31 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 32 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 33 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 34 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 35 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 36 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 37 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 38 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 39 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 40 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 41 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 42 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 43 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 44 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 45 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 46 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 47 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 48 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 49 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 50 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 51 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 52 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 53 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 54 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 55 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 56 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 57 0; 0 0 0; 0 0 0; -409843.6 2376.193 -7199065; 0 0 0
3 58 0; 0 0 0; -409843.6 2376.193 -7199065; -409792.5 2374.531 -7199150; 0 0 0
3 59 0; 0 0 0; -409792.5 2374.531 -7199150; -409792.5 2374.531 -7199150; -409792.5 2374.531 -7199150
3 60 1; -409792.5 2374.531 -7199150; -409792.5 2374.531 -7199150; -409787.7 2374.496 -7199263; -409741.3 2374.679 -7199235
3 61 1; -409741.3 2374.679 -7199235; -409787.7 2374.496 -7199263; -409762.1 2373.376 -7199305; -409715.7 2373.559 -7199278
3 62 1; -409715.7 2373.559 -7199278; -409762.1 2373.376 -7199305; -409736.4 2372.962 -7199348; -409690 2372.438 -7199320
3 63 1; -409690 2372.438 -7199320; -409736.4 2372.962 -7199348; -409710.7 2372.716 -7199390; -409664.3 2372.192 -7199362
3 64 1; -409664.3 2372.192 -7199362; -409710.7 2372.716 -7199390; -409685 2372.247 -7199433; -409638.6 2371.947 -7199405
3 65 1; -409638.6 2371.947 -7199405; -409685 2372.247 -7199433; -409659.2 2372.044 -7199475; -409612.8 2371.744 -7199447
3 66 1; -409612.8 2371.744 -7199447; -409659.2 2372.044 -7199475; -409587 2371.542 -7199490; -409587 2371.542 -7199490
3 67 0; -409587 2371.542 -7199490; -409587 2371.542 -7199490; -409587 2371.542 -7199490; 0 0 0
3 68 0; 0 0 0; -409587 2371.542 -7199490; -409535.3 2370.935 -7199574; 0 0 0
3 69 0; 0 0 0; -409535.3 2370.935 -7199574; -409535.3 2370.935 -7199574; 0 0 0
3 70 0; 0 0 0; -409535.3 2370.935 -7199574; -409483.5 2365.627 -7199659; 0 0 0
3 71 0; 0 0 0; -409483.5 2365.627 -7199659; 0 0 0; 0 0 0
3 72 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 73 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 74 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 75 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 76 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 77 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 78 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 79 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 80 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 81 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 82 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 83 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 84 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 85 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 86 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 87 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 88 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 89 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 90 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 91 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 92 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 93 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 94 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 95 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 96 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 97 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 98 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 99 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 100 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 101 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 102 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 103 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 104 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 105 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 106 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 107 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 108 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 109 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 110 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 111 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 112 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 113 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 114 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 115 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 116 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 117 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 118 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 119 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 120 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 121 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 122 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 123 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 124 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 125 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 126 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 127 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 128 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 129 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 130 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 131 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 132 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 133 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 134 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 135 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 136 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 137 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 138 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 139 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 140 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 141 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 142 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 143 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 144 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 145 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 146 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 147 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 148 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 149 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 150 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 151 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 152 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 153 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 154 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 155 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 156 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 157 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 158 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 159 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 160 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 161 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 162 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 163 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
3 164 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 0 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 1 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 2 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 3 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 4 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 5 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 6 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 7 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 8 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 9 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 10 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 11 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 12 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 13 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 14 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 15 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 16 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 17 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 18 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 19 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 20 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 21 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 22 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 23 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 24 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 25 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 26 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 27 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 28 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 29 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 30 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 31 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 32 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 33 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 34 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 35 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 36 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 37 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 38 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 39 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 40 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 41 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 42 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 43 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 44 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 45 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 46 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 47 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 48 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 49 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 50 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 51 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 52 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 53 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 54 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 55 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 56 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 57 0; 0 0 0; 0 0 0; -409936.3 2374.921 -7199120; -409843.6 2376.193 -7199065
4 58 1; -409843.6 2376.193 -7199065; -409936.3 2374.921 -7199120; -409885.3 2373.864 -7199205; -409792.5 2374.531 -7199150
4 59 1; -409792.5 2374.531 -7199150; -409885.3 2373.864 -7199205; -409859.7 2374.089 -7199248; -409792.5 2374.531 -7199150
4 60 1; -409792.5 2374.531 -7199150; -409859.7 2374.089 -7199248; -409834.1 2374.314 -7199291; -409787.7 2374.496 -7199263
4 61 1; -409787.7 2374.496 -7199263; -409834.1 2374.314 -7199291; -409808.5 2373.9 -7199333; -409762.1 2373.376 -7199305
4 62 1; -409762.1 2373.376 -7199305; -409808.5 2373.9 -7199333; -409782.8 2373.486 -7199376; -409736.4 2372.962 -7199348
4 63 1; -409736.4 2372.962 -7199348; -409782.8 2373.486 -7199376; -409757.1 2373.016 -7199418; -409710.7 2372.716 -7199390
4 64 1; -409710.7 2372.716 -7199390; -409757.1 2373.016 -7199418; -409731.3 2372.546 -7199461; -409685 2372.247 -7199433
4 65 1; -409685 2372.247 -7199433; -409731.3 2372.546 -7199461; -409705.5 2371.468 -7199503; -409659.2 2372.044 -7199475
4 66 1; -409659.2 2372.044 -7199475; -409705.5 2371.468 -7199503; -409679.7 2370.39 -7199545; -409587 2371.542 -7199490
4 67 1; -409587 2371.542 -7199490; -409679.7 2370.39 -7199545; -409653.9 2369.691 -7199588; -409587 2371.542 -7199490
4 68 1; -409587 2371.542 -7199490; -409653.9 2369.691 -7199588; -409628 2368.993 -7199630; -409535.3 2370.935 -7199574
4 69 1; -409535.3 2370.935 -7199574; -409628 2368.993 -7199630; -409602.1 2367.815 -7199672; -409535.3 2370.935 -7199574
4 70 1; -409535.3 2370.935 -7199574; -409602.1 2367.815 -7199672; -409576.2 2366.637 -7199714; -409483.5 2365.627 -7199659
4 71 0; -409483.5 2365.627 -7199659; -409576.2 2366.637 -7199714; 0 0 0; 0 0 0
4 72 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 73 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 74 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 75 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 76 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 77 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 78 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 79 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 80 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 81 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 82 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 83 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 84 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 85 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 86 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 87 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 88 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 89 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 90 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 91 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 92 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 93 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 94 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 95 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 96 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 97 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 98 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 99 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 100 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 101 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 102 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 103 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 104 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 105 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 106 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 107 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 108 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 109 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 110 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 111 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 112 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 113 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
4 114 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
